,id_cliente,qtd_filhos,rendimento_anual,idade,tamanho_familia,anos_empregado,tem_carro,tem_casa_propria,tem_telefone_trabalho,tem_telefone_fixo,tem_email,categoria_de_renda,estado_civil,moradia,ocupacao,grau_escolaridade,mau
2357,5023398,0,99000.0,59,1,3.4,0,1,0,0,0,Associado comercial,Viuvo,Casa propria,Seguranca,Ensino medio,0
2358,5023399,0,99000.0,59,1,3.4,0,1,0,0,0,Associado comercial,Viuvo,Casa propria,Seguranca,Ensino medio,0
2359,5023406,0,99000.0,59,1,3.4,0,1,0,0,0,Associado comercial,Viuvo,Casa propria,Seguranca,Ensino medio,0
2360,5023408,0,112500.0,59,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2361,5023410,0,112500.0,59,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2362,5023411,0,112500.0,59,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2363,5023412,0,112500.0,59,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2364,5023414,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2365,5023415,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2366,5023417,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2367,5023419,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2368,5023420,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2369,5023421,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2370,5023422,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2371,5023423,1,225000.0,45,3,7.3,1,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2372,5023425,3,157500.0,39,5,10.7,0,1,0,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino superior,0
2373,5023426,3,157500.0,39,5,10.7,0,1,0,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino superior,0
2374,5023428,3,157500.0,39,5,10.7,0,1,0,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino superior,0
2375,5023430,0,108000.0,63,2,-1.7,0,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2376,5023431,0,108000.0,63,2,-1.7,0,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2377,5023432,0,108000.0,63,2,-1.7,0,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2378,5023433,0,108000.0,63,2,-1.7,0,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2379,5023439,0,180000.0,62,1,36.8,0,1,1,1,0,Empregado,Solteiro,Casa propria,Venda,Ensino superior,0
2380,5023443,0,180000.0,62,1,36.8,0,1,1,1,0,Empregado,Solteiro,Casa propria,Venda,Ensino superior,0
2381,5023462,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2382,5023465,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2383,5023467,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2384,5023468,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2385,5023469,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2386,5023470,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2387,5023471,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2388,5023472,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2389,5023474,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2390,5023475,0,315000.0,58,1,-1.7,1,1,0,0,0,Pensionista,Solteiro,Casa propria,Outros,Ensino medio,0
2391,5023476,0,135000.0,57,2,5.1,0,0,0,0,1,Associado comercial,Casado,Casa propria,Secretariado,Ensino medio,0
2392,5023478,0,135000.0,57,2,5.1,0,0,0,0,1,Associado comercial,Casado,Casa propria,Secretariado,Ensino medio,0
2393,5023486,0,112500.0,50,2,17.1,0,1,0,0,0,Empregado,Casado,Casa propria,Outros,Ensino medio,0
2394,5023490,0,83250.0,56,2,17.1,1,1,1,1,1,Empregado,Casado,Casa propria,Outros,Ensino medio,0
2395,5023491,0,83250.0,56,2,17.1,1,1,1,1,1,Empregado,Casado,Casa propria,Outros,Ensino medio,0
2396,5023492,0,83250.0,56,2,17.1,1,1,1,1,1,Empregado,Casado,Casa propria,Outros,Ensino medio,0
2397,5023494,1,112500.0,31,3,2.8,0,1,0,0,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2398,5023495,1,112500.0,31,3,2.8,0,1,0,0,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2399,5023497,1,112500.0,31,3,2.8,0,1,0,0,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2400,5023502,1,63000.0,46,2,12.7,0,0,0,0,0,Empregado,Solteiro,Habitacao publica,Limpeza,Ensino medio,0
2401,5023503,1,63000.0,46,2,12.7,0,0,0,0,0,Empregado,Solteiro,Habitacao publica,Limpeza,Ensino medio,0
2402,5023504,1,63000.0,46,2,12.7,0,0,0,0,0,Empregado,Solteiro,Habitacao publica,Limpeza,Ensino medio,0
2403,5023505,0,207000.0,54,1,16.1,0,1,0,0,0,Servidor publico,Viuvo,Casa propria,Medicina,Ensino medio,0
2404,5023506,0,207000.0,54,1,16.1,0,1,0,0,0,Servidor publico,Viuvo,Casa propria,Medicina,Ensino medio,0
2405,5023507,0,207000.0,54,1,16.1,0,1,0,0,0,Servidor publico,Viuvo,Casa propria,Medicina,Ensino medio,0
2406,5023508,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2407,5023509,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2408,5023511,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2409,5023513,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2410,5023514,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2411,5023516,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2412,5023517,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2413,5023518,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2414,5023519,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2415,5023520,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2416,5023521,1,112500.0,44,3,2.6,1,1,0,1,0,Empregado,Casado,Casa propria,Motorista,Ensino superior,0
2417,5023522,0,180000.0,43,2,3.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino medio,0
2418,5023523,0,180000.0,43,2,3.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino medio,0
2419,5023524,0,180000.0,43,2,3.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino medio,0
2420,5023531,0,274500.0,56,2,19.0,0,1,0,0,0,Associado comercial,Casado,Casa propria,Alta tecnologia,Ensino medio,0
2421,5023533,0,202500.0,38,1,2.5,0,1,0,0,0,Empregado,Separado,Casa propria,Equipe principal,Ensino medio,0
2422,5023534,0,202500.0,38,1,2.5,0,1,0,0,0,Empregado,Separado,Casa propria,Equipe principal,Ensino medio,1
2423,5023535,0,202500.0,38,1,2.5,0,1,0,0,0,Empregado,Separado,Casa propria,Equipe principal,Ensino medio,0
2424,5023536,0,202500.0,38,1,2.5,0,1,0,0,0,Empregado,Separado,Casa propria,Equipe principal,Ensino medio,1
2425,5023537,0,202500.0,38,1,2.5,0,1,0,0,0,Empregado,Separado,Casa propria,Equipe principal,Ensino medio,0
2426,5023539,0,81000.0,60,2,-1.7,0,1,0,0,0,Pensionista,Casado,Habitacao publica,Outros,Ensino medio,0
2427,5023540,0,90000.0,44,2,10.1,0,1,1,1,0,Servidor publico,Uniao estavel,Casa propria,Equipe principal,Ensino medio,0
2428,5023543,0,90000.0,44,2,10.1,0,1,1,1,0,Servidor publico,Uniao estavel,Casa propria,Equipe principal,Ensino medio,0
2429,5023544,0,90000.0,44,2,10.1,0,1,1,1,0,Servidor publico,Uniao estavel,Casa propria,Equipe principal,Ensino medio,0
2430,5023546,0,90900.0,59,2,6.6,1,1,0,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2431,5023547,0,90900.0,59,2,6.6,1,1,0,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2432,5023549,0,90900.0,59,2,6.6,1,1,0,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2433,5023551,0,202500.0,34,1,5.4,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Gerencia,Ensino superior,0
2434,5023552,0,202500.0,34,1,5.4,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Gerencia,Ensino superior,0
2435,5023553,0,202500.0,34,1,5.4,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Gerencia,Ensino superior,0
2436,5023559,0,202500.0,49,1,27.3,0,1,0,0,0,Empregado,Viuvo,Casa propria,Equipe principal,Ensino medio,0
2437,5023566,3,270000.0,34,5,3.1,1,1,0,1,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino medio,0
2438,5023567,3,270000.0,34,5,3.1,1,1,0,1,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino medio,0
2439,5023573,0,202500.0,62,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2440,5023576,0,202500.0,62,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2441,5023577,0,202500.0,62,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2442,5023584,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2443,5023585,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2444,5023587,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2445,5023588,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2446,5023589,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2447,5023590,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2448,5023591,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2449,5023592,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2450,5023593,0,202500.0,39,1,17.4,0,0,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2451,5023600,0,225000.0,47,2,1.1,1,1,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2452,5023603,0,135000.0,56,2,4.7,0,1,0,0,0,Empregado,Casado,Casa propria,Limpeza,Ensino medio,0
2453,5023605,0,135000.0,56,2,4.7,0,1,0,0,0,Empregado,Casado,Casa propria,Limpeza,Ensino medio,0
2454,5023608,1,360000.0,54,3,-1.7,1,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2455,5023609,0,135000.0,34,2,0.4,0,0,0,0,0,Empregado,Casado,Casa propria,Outros,Ensino medio,0
2456,5023610,0,135000.0,34,2,0.4,0,0,0,0,0,Empregado,Casado,Casa propria,Outros,Ensino medio,0
2457,5023611,0,202500.0,48,2,0.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2458,5023612,0,202500.0,48,2,0.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2459,5023613,0,202500.0,48,2,0.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2460,5023614,0,202500.0,48,2,0.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2461,5023615,0,202500.0,48,2,0.6,1,1,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2462,5023617,2,157500.0,30,4,2.0,0,1,0,0,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino medio,0
2463,5023619,2,157500.0,30,4,2.0,0,1,0,0,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino medio,0
2464,5023623,2,180000.0,38,4,8.9,0,0,0,1,0,Associado comercial,Casado,Casa propria,Venda,Ensino superior incompleto,0
2465,5023624,2,180000.0,38,4,8.9,0,0,0,1,0,Associado comercial,Casado,Casa propria,Venda,Ensino superior incompleto,0
2466,5023626,2,180000.0,38,4,8.9,0,0,0,1,0,Associado comercial,Casado,Casa propria,Venda,Ensino superior incompleto,0
2467,5023627,0,270000.0,36,1,0.6,0,1,1,1,1,Associado comercial,Viuvo,Casa propria,Equipe principal,Ensino medio,0
2468,5023628,0,270000.0,36,1,0.6,0,1,1,1,1,Associado comercial,Viuvo,Casa propria,Equipe principal,Ensino medio,0
2469,5023630,0,270000.0,36,1,0.6,0,1,1,1,1,Associado comercial,Viuvo,Casa propria,Equipe principal,Ensino medio,0
2470,5023631,0,270000.0,36,1,0.6,0,1,1,1,1,Associado comercial,Viuvo,Casa propria,Equipe principal,Ensino medio,0
2471,5023632,0,270000.0,36,1,0.6,0,1,1,1,1,Associado comercial,Viuvo,Casa propria,Equipe principal,Ensino medio,0
2472,5023635,1,157500.0,34,3,6.1,0,1,1,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2473,5023636,1,157500.0,34,3,6.1,0,1,1,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2474,5023638,1,157500.0,34,3,6.1,0,1,1,0,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2475,5023639,2,225000.0,40,4,6.1,1,0,0,0,0,Empregado,Casado,Casa propria,Motorista,Ensino medio,0
2476,5023640,2,225000.0,40,4,6.1,1,0,0,0,0,Empregado,Casado,Casa propria,Motorista,Ensino medio,1
2477,5023644,2,225000.0,40,4,6.1,1,0,0,0,0,Empregado,Casado,Casa propria,Motorista,Ensino medio,1
2478,5023645,2,225000.0,40,4,6.1,1,0,0,0,0,Empregado,Casado,Casa propria,Motorista,Ensino medio,1
2479,5023646,2,225000.0,40,4,6.1,1,0,0,0,0,Empregado,Casado,Casa propria,Motorista,Ensino medio,0
2480,5023647,2,225000.0,40,4,6.1,1,0,0,0,0,Empregado,Casado,Casa propria,Motorista,Ensino medio,0
2481,5023650,0,225000.0,28,1,3.3,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Contabilidade,Ensino superior incompleto,0
2482,5023651,0,225000.0,28,1,3.3,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Contabilidade,Ensino superior incompleto,0
2483,5023655,0,225000.0,28,1,3.3,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Contabilidade,Ensino superior incompleto,0
2484,5023656,0,225000.0,28,1,3.3,0,0,0,0,0,Associado comercial,Solteiro,Casa propria,Contabilidade,Ensino superior incompleto,0
2485,5023660,2,99000.0,39,4,2.8,0,1,1,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2486,5023661,2,99000.0,39,4,2.8,0,1,1,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2487,5023662,2,99000.0,39,4,2.8,0,1,1,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2488,5023663,2,99000.0,39,4,2.8,0,1,1,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2489,5023666,0,90000.0,45,2,4.1,0,1,0,0,0,Empregado,Casado,Casa propria,Cozinha,Ensino medio,0
2490,5023668,0,90000.0,45,2,4.1,0,1,0,0,0,Empregado,Casado,Casa propria,Cozinha,Ensino medio,0
2491,5023671,0,90000.0,45,2,4.1,0,1,0,0,0,Empregado,Casado,Casa propria,Cozinha,Ensino medio,0
2492,5023672,0,90000.0,45,2,4.1,0,1,0,0,0,Empregado,Casado,Casa propria,Cozinha,Ensino medio,0
2493,5023677,0,117000.0,32,2,5.0,1,1,0,0,0,Empregado,Casado,Casa propria,Cozinha,Ensino medio,0
2494,5023678,0,117000.0,32,2,5.0,1,1,0,0,0,Empregado,Casado,Casa propria,Cozinha,Ensino medio,0
2495,5023681,1,67500.0,30,3,3.0,0,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Venda,Ensino medio,0
2496,5023682,1,67500.0,30,3,3.0,0,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Venda,Ensino medio,0
2497,5023683,1,67500.0,30,3,3.0,0,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Venda,Ensino medio,0
2498,5023684,0,279000.0,57,2,11.1,1,1,0,1,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2499,5023685,0,279000.0,57,2,11.1,1,1,0,1,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2500,5023688,0,135000.0,41,1,9.1,0,1,0,0,0,Empregado,Solteiro,Casa propria,Outros,Ensino medio,0
2501,5023689,0,135000.0,41,1,9.1,0,1,0,0,0,Empregado,Solteiro,Casa propria,Outros,Ensino medio,0
2502,5023690,0,135000.0,41,1,9.1,0,1,0,0,0,Empregado,Solteiro,Casa propria,Outros,Ensino medio,0
2503,5023691,0,135000.0,41,1,9.1,0,1,0,0,0,Empregado,Solteiro,Casa propria,Outros,Ensino medio,0
2504,5023696,0,117000.0,33,2,12.9,0,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Servico privado,Ensino medio,0
2505,5023697,0,117000.0,33,2,12.9,0,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Servico privado,Ensino medio,0
2506,5023698,0,117000.0,33,2,12.9,0,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Servico privado,Ensino medio,0
2507,5023699,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2508,5023700,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2509,5023703,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2510,5023706,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2511,5023707,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2512,5023712,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2513,5023713,0,180000.0,49,2,15.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2514,5023716,0,175500.0,60,2,-1.7,1,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino superior,0
2515,5023718,0,175500.0,60,2,-1.7,1,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino superior,0
2516,5023719,0,175500.0,60,2,-1.7,1,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino superior,0
2517,5023720,0,175500.0,60,2,-1.7,1,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino superior,0
2518,5023724,1,161100.0,28,3,0.6,1,0,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2519,5023726,1,161100.0,28,3,0.6,1,0,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2520,5023727,1,161100.0,28,3,0.6,1,0,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2521,5023728,1,161100.0,28,3,0.6,1,0,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2522,5023729,1,161100.0,28,3,0.6,1,0,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2523,5023730,1,161100.0,28,3,0.6,1,0,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2524,5023733,0,216000.0,42,2,3.9,1,1,0,0,1,Empregado,Uniao estavel,Casa propria,Contabilidade,Ensino superior,0
2525,5023734,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2526,5023735,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2527,5023736,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2528,5023737,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2529,5023739,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2530,5023743,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2531,5023745,0,90000.0,52,2,2.1,0,1,1,1,0,Empregado,Casado,Casa propria,Equipe principal,Ensino medio,0
2532,5023748,0,157500.0,31,2,4.4,1,0,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2533,5023749,0,157500.0,31,2,4.4,1,0,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2534,5023750,0,157500.0,31,2,4.4,1,0,0,0,0,Associado comercial,Casado,Casa propria,Motorista,Ensino medio,0
2535,5023754,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2536,5023755,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2537,5023756,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2538,5023757,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2539,5023758,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2540,5023759,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2541,5023760,0,135000.0,63,1,-1.7,1,1,0,0,0,Pensionista,Viuvo,Casa propria,Outros,Ensino medio,0
2542,5023763,0,90000.0,60,2,-1.7,0,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2543,5023764,0,90000.0,60,2,-1.7,0,1,0,1,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2544,5023771,0,99000.0,68,2,-1.7,0,1,0,0,0,Pensionista,Casado,Casa propria,Outros,Ensino medio,0
2545,5023776,0,270000.0,36,2,3.8,1,0,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2546,5023777,0,270000.0,36,2,3.8,1,0,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2547,5023778,0,270000.0,36,2,3.8,1,0,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2548,5023779,0,270000.0,36,2,3.8,1,0,0,0,0,Associado comercial,Casado,Casa propria,Construcao Civil,Ensino superior,0
2549,5023780,0,157500.0,49,2,3.0,0,1,0,0,0,Associado comercial,Uniao estavel,Casa propria,Contabilidade,Ensino superior,0
2550,5023811,0,202500.0,52,2,1.0,0,1,0,0,0,Associado comercial,Casado,Mora com os pais,TI,Ensino superior,0
2551,5023812,1,202500.0,38,2,14.9,0,1,0,0,0,Empregado,Separado,Casa propria,Construcao Civil,Ensino medio,0
2552,5023813,0,405000.0,54,2,0.5,1,1,0,0,0,Associado comercial,Uniao estavel,Casa propria,Contabilidade,Ensino superior,0
2553,5023814,0,180000.0,52,2,3.6,1,0,0,0,0,Associado comercial,Casado,Casa propria,Outros,Ensino superior,0
2554,5023816,1,225000.0,47,3,2.2,1,1,1,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino superior,0
2555,5023819,0,135000.0,42,2,4.8,1,1,1,1,0,Associado comercial,Uniao estavel,Casa propria,Equipe principal,Ensino medio,0
2556,5023820,0,112500.0,46,2,1.9,0,0,0,1,0,Empregado,Casado,Casa propria,Medicina,Ensino medio,0
2557,5023825,1,247500.0,35,3,12.5,1,1,0,0,0,Servidor publico,Casado,Casa propria,Equipe principal,Ensino superior,0
2558,5023827,0,292500.0,40,2,7.0,1,1,0,0,0,Empregado,Casado,Casa propria,Equipe principal,Ensino superior incompleto,0
2559,5023830,1,135000.0,31,2,4.6,0,1,0,0,0,Servidor publico,Separado,Casa propria,Outros,Ensino medio,0
2560,5023832,0,112500.0,47,2,28.4,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2561,5023833,0,161100.0,52,2,4.0,0,1,0,1,0,Associado comercial,Casado,Casa propria,Gerencia,Ensino medio,0
2562,5023834,1,112500.0,38,3,5.3,0,0,0,0,0,Empregado,Casado,Casa propria,Alta tecnologia,Ensino medio,0
2563,5023837,0,112500.0,55,2,17.9,0,1,0,0,0,Servidor publico,Casado,Casa propria,Outros,Ensino medio,0
2564,5023838,0,315000.0,54,2,3.0,1,0,0,1,0,Associado comercial,Uniao estavel,Casa propria,Equipe principal,Ensino medio,0
2565,5023841,0,180000.0,40,2,6.3,1,1,0,0,0,Servidor publico,Casado,Casa propria,Alta tecnologia,Ensino superior,0
2566,5023842,0,292500.0,54,1,2.5,0,1,1,0,0,Associado comercial,Solteiro,Casa propria,Medicina,Ensino medio,0
2567,5023844,1,121500.0,47,3,9.5,0,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino medio,0
2568,5023846,0,405000.0,56,2,7.4,1,1,0,1,0,Empregado,Casado,Casa propria,Construcao Civil,Ensino superior,0
2569,5023848,0,49500.0,33,1,9.5,0,1,1,1,0,Empregado,Solteiro,Casa propria,Seguranca,Ensino medio,0
2570,5023849,2,180000.0,39,4,2.7,0,1,1,1,0,Empregado,Uniao estavel,Casa propria,Equipe principal,Ensino medio,0
2571,5023851,1,135000.0,39,2,3.3,0,0,0,0,0,Empregado,Solteiro,Casa propria,Venda,Ensino medio,0
2572,5023856,0,161100.0,54,2,14.7,1,1,0,0,0,Servidor publico,Casado,Casa propria,Outros,Ensino superior,0
2573,5023858,0,161100.0,54,2,14.7,1,1,0,0,0,Servidor publico,Casado,Casa propria,Outros,Ensino superior,0
